[0.160 -> 0.560] 下 xia4
[46.560 -> 46.640] 爸 ba4
[46.640 -> 46.800] 妈 ma1
[46.800 -> 47.040] 妈 ma1
[47.040 -> 47.280] 身 shen1
[47.280 -> 47.440] 体 ti3
[47.440 -> 47.600] 都 dou1
[47.600 -> 47.920] 很 hen2
[47.920 -> 48.240] 好 hao3
[48.640 -> 48.800] 他 ta1
[48.800 -> 48.960] 们 men5
[48.960 -> 49.120] 工 gong1
[49.120 -> 49.280] 作 zuo4
[49.280 -> 49.440] 都 dou1
[49.440 -> 49.600] 很 hen3
[49.600 -> 50.080] 忙 mang2
[50.480 -> 50.640] 妈 ma1
[50.640 -> 50.800] 妈 ma1
[50.800 -> 51.040] 让 rang4
[51.040 -> 51.120] 我 wo3
[51.120 -> 51.360] 问 wen4
[51.360 -> 51.520] 外 wai4
[51.520 -> 51.840] 婆 po2
[51.840 -> 52.160] 好 hao3
[52.880 -> 52.960] 我 wo3
[52.960 -> 53.280] 告 gao4
[53.280 -> 53.360] 诉 su4
[53.360 -> 54.000] 他 ta1
[54.080 -> 54.320] 外 wai4
[54.320 -> 54.480] 婆 po2
[54.480 -> 54.720] 身 shen1
[54.720 -> 54.880] 体 ti2
[54.880 -> 55.120] 很 hen2
[55.120 -> 55.520] 好 hao3
[55.840 -> 56.080] 哥 ge1
[56.080 -> 56.160] 哥 ge1
[56.160 -> 56.320] 和 he2
[56.320 -> 56.560] 弟 di4
[56.560 -> 56.960] 弟 di4
[57.040 -> 57.200] 也 ye3
[57.200 -> 57.360] 都 dou1
[57.360 -> 57.680] 很 hen2
[57.680 -> 58.000] 好 hao3
[58.720 -> 58.960] 哥 ge1
[58.960 -> 59.120] 哥 ge1
[59.120 -> 59.280] 可 ke3
[59.280 -> 59.440] 能 neng2
[59.440 -> 59.680] 回 hui2
[59.680 -> 60.160] 国 guo2
[60.480 -> 60.640] 弟 di4
[60.640 -> 60.800] 弟 di4
[60.800 -> 60.960] 去 qu4
[60.960 -> 61.120] 旅 lv3
[61.120 -> 61.360] 行 xing2
[61.360 -> 61.680] 了 le5
[62.400 -> 62.560] 我 wo3
[62.560 -> 62.800] 现 xian4
[62.800 -> 62.960] 在 zai4
[62.960 -> 63.120] 有 you2
[63.120 -> 63.360] 很 hen3
[63.360 -> 63.520] 多 duo1
[63.520 -> 63.680] 中 zhong1
[63.680 -> 63.840] 国 guo2
[63.840 -> 64.240] 朋 peng2
[64.240 -> 64.480] 友 you3
[64.880 -> 64.960] 我 wo3
[64.960 -> 65.120] 会 hui4
[65.120 -> 65.280] 用 yong4
[65.280 -> 65.520] 汉 han4
[65.520 -> 65.680] 语 yu3
[65.680 -> 65.920] 词 ci2
[65.920 -> 66.240] 典 dian3
[66.240 -> 66.480] 了 le5
[66.800 -> 67.040] 还 hai2
[67.040 -> 67.120] 会 hui4
[67.120 -> 67.360] 上 shang4
[67.360 -> 67.600] 中 zhong1
[67.600 -> 67.760] 文 wen2
[67.760 -> 68.080] 网 wang3
[68.080 -> 68.320] 了 le5
[69.040 -> 69.200] 爸 ba4
[69.200 -> 69.280] 爸 ba4
[69.280 -> 69.600] 妈 ma1
[69.600 -> 69.920] 妈 ma1
[69.920 -> 70.080] 要 yao4
[70.080 -> 70.240] 给 gei2
[70.240 -> 70.400] 我 wo3
[70.400 -> 70.640] 寄 ji4
[70.640 -> 70.720] 一 yi2
[70.720 -> 70.960] 件 jian4
[70.960 -> 71.120] 圣 sheng4
[71.120 -> 71.360] 诞 dan4
[71.360 -> 71.520] 礼 li3
[71.520 -> 72.000] 物 wu4
[72.320 -> 72.400] 我 wo3
[72.400 -> 72.560] 还 hai2
[72.560 -> 72.720] 不 bu4
[72.720 -> 72.880] 知 zhi1
[72.880 -> 73.200] 道 dao4
[73.200 -> 73.360] 那 na4
[73.360 -> 73.520] 是 shi4
[73.520 -> 73.600] 什 shen2
[73.600 -> 73.760] 么 me5
[73.760 -> 73.920] 礼 li3
[73.920 -> 74.320] 物 wu4
