[0.240 -> 0.400] 听 ting1
[25.200 -> 25.280] 么 me5
[25.280 -> 25.680] 去 qu4
[26.480 -> 26.720] 我 wo3
[26.720 -> 26.960] 朋 peng2
[26.960 -> 27.040] 友 you2
[27.040 -> 27.280] 有 you3
[27.280 -> 27.760] 车 che1
[27.920 -> 28.160] 咱 zan2
[28.160 -> 28.240] 们 men5
[28.240 -> 28.320] 能 neng2
[28.320 -> 28.560] 开 kai1
[28.560 -> 28.800] 车 che1
[28.800 -> 28.960] 去 qu4
[28.960 -> 29.280] 吗 ma5
[29.600 -> 29.680] 我 wo3
[29.680 -> 29.840] 不 bu2
[29.840 -> 30.080] 会 hui4
[30.080 -> 30.240] 开 kai1
[30.240 -> 30.720] 车 che1
[31.520 -> 31.840] 你 ni3
[31.840 -> 32.240] 呢 ne5
[32.800 -> 32.960] 我 wo3
[32.960 -> 33.120] 会 hui4
[33.120 -> 33.360] 开 kai1
[33.360 -> 33.760] 车 che1
[34.480 -> 34.720] 可 ke3
[34.720 -> 34.880] 是 shi4
[34.880 -> 35.040] 我 wo3
[35.040 -> 35.200] 没 mei2
[35.200 -> 35.360] 有 you3
[35.360 -> 35.600] 中 zhong1
[35.600 -> 35.760] 国 guo2
[35.760 -> 36.000] 驾 jia4
[36.000 -> 36.320] 照 zhao4
[36.480 -> 36.720] 在 zai4
[36.720 -> 36.880] 这 zhe4
[36.880 -> 36.880] 儿 er2
[36.880 -> 37.040] 不 bu4
[37.040 -> 37.280] 能 neng2
[37.280 -> 37.600] 开 kai1
[38.400 -> 38.640] 咱 zan2
[38.640 -> 38.720] 们 men5
[38.720 -> 38.960] 打 da3
[38.960 -> 39.280] 车 che1
[39.280 -> 39.440] 去 qu4
[39.440 -> 39.760] 吧 ba5
[40.400 -> 40.720] 现 xian4
[40.720 -> 40.800] 在 zai4
[40.800 -> 41.040] 路 lu4
[41.040 -> 41.440] 上 shang4
[41.520 -> 41.680] 可 ke3
[41.680 -> 41.840] 能 neng2
[41.840 -> 42.000] 堵 du3
[42.000 -> 42.400] 车 che1
[43.200 -> 43.440] 打 da3
[43.440 -> 43.680] 车 che1
[43.680 -> 44.080] 去 qu4
[44.480 -> 44.640] 可 ke3
[44.640 -> 44.800] 能 neng2
[44.800 -> 45.040] 很 hen3
[45.040 -> 45.440] 慢 man4
[45.760 -> 46.000] 也 ye3
[46.000 -> 46.160] 不 bu2
[46.160 -> 46.400] 便 bian4
[46.480 -> 46.640] 宜 yi2
[47.440 -> 47.600] 咱 zan2
[47.600 -> 47.680] 们 men5
[47.680 -> 47.840] 坐 zuo4
[47.840 -> 48.080] 地 di4
[48.080 -> 48.480] 铁 tie3
[48.480 -> 48.640] 和 he2
[48.640 -> 48.880] 公 gong1
[48.880 -> 49.040] 共 gong4
[49.040 -> 49.200] 汽 qi4
[49.200 -> 49.600] 车 che1
[50.000 -> 50.160] 怎 zen3
[50.160 -> 50.320] 么 me5
[50.320 -> 50.560] 样 yang4
[51.120 -> 51.600] 好 hao3
[51.600 -> 51.600] 啊 a5
[52.400 -> 52.800] 先 xian1
[52.800 -> 52.960] 坐 zuo4
[52.960 -> 53.200] 地 di4
[53.200 -> 53.600] 铁 tie3
[53.600 -> 53.840] 还 hai2
[53.840 -> 54.000] 是 shi4
[54.000 -> 54.240] 先 xian1
[54.240 -> 54.560] 坐 zuo4
[54.560 -> 54.800] 公 gong1
[54.800 -> 54.960] 共 gong4
[54.960 -> 55.120] 汽 qi4
[55.120 -> 55.520] 车 che1
[56.320 -> 56.640] 先 xian1
[56.640 -> 56.880] 坐 zuo4
[56.880 -> 57.120] 九 jiu3
[57.120 -> 57.280] 六 liu4
[57.280 -> 57.440] 幺 yao1
[57.440 -> 57.680] 路 lu4
[57.680 -> 57.920] 公 gong1
[57.920 -> 58.080] 共 gong4
[58.080 -> 58.320] 汽 qi4
[58.320 -> 58.560] 车 che1
[58.560 -> 58.720] 到 dao4
[58.720 -> 59.040] 苹 ping2
[59.040 -> 59.200] 果 guo3
[59.200 -> 59.520] 园 yuan2
[60.320 -> 60.640] 在 zai4
[60.640 -> 60.880] 苹 ping2
[60.880 -> 61.040] 果 guo3
[61.040 -> 61.280] 园 yuan2
[61.280 -> 61.600] 换 huan4
[61.600 -> 61.760] 地 di4
[61.760 -> 62.160] 铁 tie3
[62.160 -> 62.320] 一 yi2
[62.320 -> 62.560] 号 hao4
[62.640 -> 62.800] 线 xian4
[62.800 -> 63.040] 到 dao4
[63.040 -> 63.280] 天 tian1
[63.280 -> 63.360] 安 an1
[63.360 -> 63.680] 门 men2
[64.400 -> 64.640] 咱 zan2
[64.640 -> 64.800] 们 men5
[64.800 -> 65.040] 几 ji2
[65.040 -> 65.280] 点 dian3
[65.280 -> 65.520] 能 neng2
[65.520 -> 65.840] 到 dao4
[66.720 -> 67.040] 十 shi2
[67.040 -> 67.200] 二 er4
[67.200 -> 67.360] 点 dian3
[67.360 -> 67.600] 能 neng2
[67.600 -> 67.920] 到 dao4
[68.720 -> 68.960] 别 bie2
[68.960 -> 69.200] 着 zhe5
[69.200 -> 69.440] 急 ji2
[70.320 -> 70.480] 我 wo3
[70.480 -> 70.560] 不 bu4
[70.560 -> 70.880] 着 zhe5
[70.880 -> 71.280] 急 ji2
[71.520 -> 71.680] 可 ke3
[71.680 -> 71.840] 是 shi4
[71.840 -> 72.000] 我 wo3
[72.000 -> 72.160] 的 de5
[72.160 -> 72.400] 肚 du4
[72.400 -> 72.480] 子 zi5
[72.480 -> 72.560] 有 you2
[72.560 -> 72.720] 点 dian3
[72.800 -> 73.040] 着 zhe5
[73.040 -> 73.440] 急 ji2
[73.920 -> 74.240] 对 dui4
[74.880 -> 75.120] 我 wo2
[75.120 -> 75.200] 也 ye3
[75.200 -> 75.280] 饿 e4
[75.280 -> 75.680] 了 le5
[76.480 -> 76.640] 咱 zan2
[76.640 -> 76.800] 们 men5
[76.800 -> 76.960] 可 ke2
[76.960 -> 77.040] 以 yi3
[77.040 -> 77.280] 先 xian1
[77.280 -> 77.440] 吃 chi1
[77.440 -> 77.600] 点 dian2
[77.600 -> 77.840] 点 dian3
[77.840 -> 78.160] 心 xin1
