[0.160 -> 0.480] 下 xia4
[36.480 -> 36.720] 发 fa1
[36.720 -> 36.880] 短 duan3
[36.880 -> 37.120] 信 xin4
[37.120 -> 37.280] 给 gei2
[37.280 -> 37.600] 我 wo3
[38.000 -> 38.240] 让 rang4
[38.240 -> 38.320] 我 wo2
[38.320 -> 38.480] 给 gei3
[38.480 -> 38.720] 妈 ma1
[38.720 -> 38.800] 妈 ma1
[38.800 -> 38.960] 打 da3
[38.960 -> 39.200] 电 dian4
[39.200 -> 39.600] 话 hua4
[40.880 -> 41.120] 中 zhong1
[41.120 -> 41.200] 午 wu3
[41.200 -> 41.360] 跟 gen1
[41.360 -> 41.440] 妈 ma1
[41.440 -> 41.600] 妈 ma1
[41.600 -> 41.840] 通 tong1
[41.840 -> 42.000] 电 dian4
[42.000 -> 42.320] 话 hua4
[42.640 -> 42.720] 我 wo3
[42.720 -> 42.960] 真 zhen1
[42.960 -> 43.200] 高 gao1
[43.200 -> 43.360] 兴 xing1
[44.080 -> 44.160] 爸 ba4
[44.160 -> 44.320] 爸 ba4
[44.320 -> 44.480] 妈 ma1
[44.480 -> 44.640] 妈 ma1
[44.640 -> 44.800] 身 shen1
[44.800 -> 44.960] 体 ti3
[44.960 -> 45.120] 都 dou1
[45.120 -> 45.360] 很 hen2
[45.360 -> 45.680] 好 hao3
[46.080 -> 46.240] 他 ta1
[46.240 -> 46.400] 们 men5
[46.400 -> 46.560] 工 gong1
[46.560 -> 46.800] 作 zuo4
[46.800 -> 46.880] 都 dou1
[46.880 -> 47.120] 很 hen3
[47.120 -> 47.440] 忙 mang2
[47.920 -> 48.080] 妈 ma1
[48.080 -> 48.240] 妈 ma1
[48.240 -> 48.480] 让 rang4
[48.480 -> 48.640] 我 wo3
[48.640 -> 48.960] 问 wen4
[48.960 -> 49.120] 外 wai4
[49.120 -> 49.360] 婆 po2
[49.360 -> 49.760] 好 hao3
[50.320 -> 50.480] 我 wo3
[50.480 -> 50.640] 告 gao4
[50.640 -> 50.800] 诉 su4
[50.800 -> 50.960] 他 ta1
[50.960 -> 51.120] 外 wai4
[51.120 -> 51.280] 婆 po2
[51.280 -> 51.520] 身 shen1
[51.520 -> 51.680] 体 ti2
[51.680 -> 51.920] 很 hen2
[51.920 -> 52.240] 好 hao3
[52.800 -> 52.960] 哥 ge1
[52.960 -> 53.120] 哥 ge1
[53.120 -> 53.360] 和 he2
[53.360 -> 53.600] 弟 di4
[53.600 -> 53.920] 弟 di4
[53.920 -> 54.000] 也 ye3
[54.000 -> 54.160] 都 dou1
[54.160 -> 54.400] 很 hen2
[54.400 -> 54.720] 好 hao3
[55.280 -> 55.440] 哥 ge1
[55.440 -> 55.760] 哥 ge1
[55.760 -> 55.920] 可 ke3
[55.920 -> 56.080] 能 neng2
[56.080 -> 56.240] 回 hui2
[56.240 -> 56.720] 国 guo2
[57.040 -> 57.200] 弟 di4
[57.200 -> 57.440] 弟 di4
[57.440 -> 57.600] 去 qu4
[57.600 -> 57.760] 旅 lv3
[57.760 -> 58.000] 行 xing2
[58.000 -> 58.240] 了 le5
[58.880 -> 59.040] 我 wo3
[59.040 -> 59.360] 现 xian4
[59.360 -> 59.520] 在 zai4
[59.520 -> 59.600] 有 you2
[59.600 -> 59.840] 很 hen3
[59.840 -> 59.920] 多 duo1
[59.920 -> 60.160] 中 zhong1
[60.160 -> 60.320] 国 guo2
[60.320 -> 60.560] 朋 peng2
[60.560 -> 60.880] 友 you3
[61.200 -> 61.280] 我 wo3
[61.280 -> 61.440] 会 hui4
[61.440 -> 61.600] 用 yong4
[61.600 -> 61.760] 汉 han4
[61.760 -> 61.920] 语 yu3
[61.920 -> 62.160] 词 ci2
[62.160 -> 62.400] 典 dian3
[62.400 -> 62.560] 了 le5
[63.120 -> 63.280] 还 hai2
[63.280 -> 63.440] 会 hui4
[63.440 -> 63.680] 上 shang4
[63.680 -> 63.840] 中 zhong1
[63.840 -> 64.000] 文 wen2
[64.000 -> 64.320] 网 wang3
[64.320 -> 64.480] 了 le5
[64.720 -> 64.880] 爸 ba4
[64.880 -> 65.040] 爸 ba4
[65.040 -> 65.200] 妈 ma1
[65.200 -> 65.360] 妈 ma1
[65.360 -> 65.520] 要 yao4
[65.520 -> 65.680] 给 gei2
[65.680 -> 65.840] 我 wo3
[65.840 -> 66.160] 寄 ji4
[66.160 -> 66.160] 一 yi2
[66.160 -> 66.400] 件 jian4
[66.400 -> 66.640] 圣 sheng4
[66.640 -> 66.880] 诞 dan4
[66.880 -> 67.040] 礼 li3
[67.040 -> 67.440] 物 wu4
[67.840 -> 67.920] 我 wo3
[67.920 -> 68.160] 还 hai2
[68.160 -> 68.320] 不 bu4
[68.320 -> 68.480] 知 zhi1
[68.480 -> 68.720] 道 dao4
[68.720 -> 68.800] 那 na4
[68.800 -> 68.960] 是 shi4
[68.960 -> 69.120] 什 shen2
[69.120 -> 69.200] 么 me5
[69.200 -> 69.360] 礼 li3
[69.360 -> 69.760] 物 wu4
